word	sentence	translation	difficulty_rank	gloss	transliteration	source
mgongo	Mgongo wangu unaniuma nikikaa muda mrefu.	My back hurts when I sit for a long time.	7	mgongo (CL3-back) w-angu (CL3-my) u-na-ni-uma (CL3-PRES-1SG.OBJ-hurt) ni-ki-kaa (1SG-WHEN-sit) muda (CL3-period) m-refu (CL3-long)		ai
daktari	Daktari alinishauri kupumzika siku tatu.	The doctor advised me to rest for three days.	6	daktari (CL5-doctor) a-li-ni-shauri (CL1-PAST-1SG.OBJ-advise) ku-pumzika (INF-rest) siku (CL10-day) tatu (three)		ai
dawa	Kunywa dawa hii mara mbili kwa siku.	Take this medicine twice a day.	4	kunywa (drink.IMP) dawa (CL9-medicine) hii (CL9-this) mara (CL10-time) mbili (two) kwa (per) siku (CL9-day)		ai
uchungu	Uchungu wa mguu wangu umepungua.	The pain in my leg has lessened.	6	uchungu (CL11-pain) wa (CL11-of) mguu (CL3-leg) w-angu (CL3-my) u-me-pungua (CL11-PERF-decrease)		ai
chumba	Chumba chetu kiko ghorofa ya tatu.	Our room is on the third floor.	5	chumba (CL7-room) ch-etu (CL7-our) ki-ko (CL7-be.at) ghorofa (CL9-floor) ya (CL9-of) tatu (three)		ai
teksi	Teksi itatulipisha shilingi mia tano.	The taxi will charge us five hundred shillings.	6	teksi (CL9-taxi) i-ta-tu-lipisha (CL9-FUT-1PL.OBJ-charge) shilingi (CL10-shilling) mia (hundred) tano (five)		ai
kubeba	Nitakusaidia kubeba mizigo yako.	I will help you carry your luggage.	5	ni-ta-ku-saidia (1SG-FUT-2SG.OBJ-help) ku-beba (INF-carry) mi-zigo (CL4-luggage) y-ako (CL4-your)		ai
kushiba	Nimeshiba, sitaki chakula zaidi.	I am full; I do not want any more food.	5	ni-me-shiba (1SG-PERF-be.full) si-tak-i (1SG.NEG-want-NEG) chakula (CL7-food) zaidi (more)		ai
kueleza	Naomba unieleze njia ya kwenda sokoni.	Please explain to me the way to the market.	7	na-omba (1SG.PRES-request) u-ni-elez-e (2SG-1SG.OBJ-explain-SUBJ) njia (CL9-way) ya (CL9-of) kw-enda (INF-go) soko-ni (CL5-market-LOC)		ai
barabara	Barabara hii inaelekea uwanja wa ndege.	This road leads to the airport.	6	barabara (CL9-road) hii (CL9-this) i-na-elekea (CL9-PRES-head.towards) uwanja (CL11-field) wa (CL11-of) ndege (CL9-plane)		ai
hoteli	Hoteli yetu iko karibu na bahari.	Our hotel is near the sea.	4	hoteli (CL9-hotel) y-etu (CL9-our) i-ko (CL9-be.at) karibu na (near) bahari (CL9-sea)		ai
matokeo	Matokeo ya mtihani yatatangazwa Ijumaa.	The exam results will be announced on Friday.	6	matokeo (CL6-result) ya (CL6-of) mtihani (CL3-exam) ya-ta-tangazwa (CL6-FUT-be.announced) Ijumaa (CL9-Friday)		ai
kuchagua	Alichagua kusoma sheria badala ya udaktari.	She chose to study law instead of medicine.	6	a-li-chagua (CL1-PAST-choose) ku-soma (INF-study) sheria (CL9-law) badala ya (instead.of) udaktari (CL11-medicine)		ai
nafasi	Kuna nafasi mbili tu zilizobaki.	There are only two places left.	7	kuna (CL17-there.are) nafasi (CL10-place) mbili (two) tu (only) zi-li-zo-baki (CL10-PAST-CL10.REL-remain)		ai
msingi	Watoto wanasoma shule ya msingi.	The children attend primary school.	4	wa-toto (CL2-child) wa-na-soma (CL2-PRES-study) shule (CL9-school) ya (CL9-of) msingi (CL3-foundation)		ai
kengele	Kengele ya saa yangu hulia saa kumi na moja.	My alarm goes off at five o'clock.	5	kengele (CL9-bell) ya (CL9-of) saa (CL9-clock) y-angu (CL9-my) hu-lia (HABITUAL-sound) saa (CL9-hour) kumi na moja (eleven)		ai
kitanda	Ninatandika kitanda changu kila asubuhi.	I make my bed every morning.	4	ni-na-tandika (1SG-PRES-spread) kitanda (CL7-bed) ch-angu (CL7-my) kila (every) asubuhi (CL9-morning)		ai
uso	Ninanawa uso kwa maji baridi.	I wash my face with cold water.	4	ni-na-nawa (1SG-PRES-wash) uso (CL11-face) kwa (with) maji (CL6-water) baridi (CL6-cold)		ai
jino	Napiga mswaki meno mara mbili kwa siku.	I brush my teeth twice a day.	5	na-piga (1SG.PRES-hit) mswaki (CL3-toothbrush) meno (CL6-tooth) mara (CL10-time) mbili (two) kwa (per) siku (CL9-day)		ai
mbwa	Mbwa wetu hubweka wageni wakifika.	Our dog barks when visitors arrive.	6	mbwa (CL9-dog) w-etu (CL1-our) hu-bweka (HABITUAL-bark) wa-geni (CL2-guest) wa-ki-fika (CL2-WHEN-arrive)		ai
takataka	Ninatoa takataka kila Jumanne jioni.	I take out the rubbish every Tuesday evening.	4	ni-na-toa (1SG-PRES-take.out) takataka (CL9-rubbish) kila (every) Jumanne (CL9-Tuesday) jioni (CL9-evening)		ai
familia	Familia yetu hukutana kila Jumapili.	Our family meets every Sunday.	4	familia (CL9-family) y-etu (CL9-our) hu-kutana (HABITUAL-meet) kila (every) Jumapili (CL9-Sunday)		ai
mlango	Funga mlango unapotoka nje.	Close the door when you go out.	5	funga (close.IMP) mlango (CL3-door) u-na-po-toka (2SG-PRES-CL16.REL-leave) nje (outside)		ai
jirani	Jirani yangu husalimia kila asubuhi.	My neighbour greets me every morning.	5	jirani (CL1-neighbour) y-angu (CL9-my) hu-salimia (HABITUAL-greet) kila (every) asubuhi (CL9-morning)		ai
ngazi	Napanda ngazi badala ya kutumia lifti.	I take the stairs instead of using the lift.	5	na-panda (1SG.PRES-climb) ngazi (CL9-stairs) badala ya (instead.of) ku-tumia (INF-use) lifti (CL9-lift)		ai
kituo	Ninasubiri basi kituoni kila siku.	I wait for the bus at the stop every day.	4	ni-na-subiri (1SG-PRES-wait.for) basi (CL5-bus) kituo-ni (CL7-station-LOC) kila (every) siku (CL9-day)		ai
dereva	Dereva alituambia tushuke hapa.	The driver told us to get off here.	6	dereva (CL5-driver) a-li-tu-ambia (CL1-PAST-1PL.OBJ-tell) tu-shuk-e (1PL-alight-SUBJ) hapa (CL16-here)		ai
baiskeli	Huenda kazini kwa baiskeli kila siku.	He usually goes to work by bicycle every day.	4	hu-enda (HABITUAL-go) kazi-ni (CL9-work-LOC) kwa (by) baiskeli (CL9-bicycle) kila (every) siku (CL9-day)		ai
jengo	Jengo hili lilijengwa miaka hamsini iliyopita.	This building was built fifty years ago.	7	jengo (CL5-building) hili (CL5-this) li-li-jengwa (CL5-PAST-be.built) mi-aka (CL4-year) hamsini (fifty) i-li-yo-pita (CL4-PAST-REL-pass)		ai
usingizi	Nina usingizi, nitalala mapema leo.	I am sleepy; I will go to bed early today.	4	ni-na (1SG-have) usingizi (CL11-sleep) ni-ta-lala (1SG-FUT-sleep) mapema (early) leo (today)		ai
mtandao	Mtandao umekatika tangu asubuhi.	The internet has been down since morning.	5	mtandao (CL3-internet) u-me-katika (CL3-PERF-be.cut) tangu (since) asubuhi (CL9-morning)		ai
barua	Nitakutumia barua pepe kesho asubuhi.	I will send you an email tomorrow morning.	5	ni-ta-ku-tumia (1SG-FUT-2SG.OBJ-send) barua (CL9-letter) pepe (lightning) kesho (tomorrow) asubuhi (CL9-morning)		ai
kupakua	Ninapakua faili kubwa sasa hivi.	I am downloading a large file right now.	5	ni-na-pakua (1SG-PRES-download) faili (CL5-file) kubwa (CL5-big) sasa hivi (right.now)		ai
tovuti	Tovuti yao ina habari za kutosha.	Their website has enough information.	5	tovuti (CL9-website) y-ao (CL9-their) i-na (CL9-have) habari (CL10-news) za (CL10-of) ku-tosha (INF-suffice)		ai
maoni	Nataka kusikia maoni yako kuhusu mpango huu.	I want to hear your opinion about this plan.	6	na-taka (1SG.PRES-want) ku-sikia (INF-hear) maoni (CL6-opinion) y-ako (CL6-your) kuhusu (about) mpango (CL3-plan) huu (CL3-this)		ai
mzazi	Kila mzazi anataka mtoto wake afanikiwe.	Every parent wants their child to succeed.	7	kila (every) m-zazi (CL1-parent) a-na-taka (CL1-PRES-want) m-toto (CL1-child) w-ake (CL1-his) a-fanikiw-e (CL1-succeed-SUBJ)		ai
chombo	Nitaosha vyombo baada ya chakula.	I will wash the dishes after the meal.	4	ni-ta-osha (1SG-FUT-wash) vyombo (CL8-utensil) baada ya (after) chakula (CL7-food)		ai
kufua	Hufua nguo zake kila Jumamosi.	She washes her clothes every Saturday.	5	hu-fua (HABITUAL-wash.clothes) nguo (CL10-clothes) z-ake (CL10-her) kila (every) Jumamosi (CL9-Saturday)		ai
rafu	Weka vitabu hivyo kwenye rafu ya juu.	Put those books on the top shelf.	5	weka (put.IMP) vi-tabu (CL8-book) hivyo (CL8-those) kwenye (on) rafu (CL9-shelf) ya (CL9-of) juu (above)		ai
mmea	Ninamwagilia mimea kila jioni.	I water the plants every evening.	5	ni-na-mwagilia (1SG-PRES-water) mi-mea (CL4-plant) kila (every) jioni (CL9-evening)		ai
mboga	Ninanunua mboga sokoni kila Jumanne.	I buy vegetables at the market every Tuesday.	4	ni-na-nunua (1SG-PRES-buy) mboga (CL10-vegetable) soko-ni (CL5-market-LOC) kila (every) Jumanne (CL9-Tuesday)		ai
mkutano	Mkutano wa leo umeahirishwa hadi kesho.	Today's meeting has been postponed until tomorrow.	6	mkutano (CL3-meeting) wa (CL3-of) leo (today) u-me-ahirishwa (CL3-PERF-be.postponed) hadi (until) kesho (tomorrow)		ai
dawati	Karatasi zako ziko juu ya dawati.	Your papers are on top of the desk.	5	karatasi (CL10-paper) z-ako (CL10-your) zi-ko (CL10-be.at) juu ya (on.top.of) dawati (CL5-desk)		ai
kipaumbele	Kazi hii ni kipaumbele cha kwanza.	This task is the first priority.	6	kazi (CL9-work) hii (CL9-this) ni (is) kipaumbele (CL7-priority) cha (CL7-of) kwanza (first)		ai
wazo	Wazo lako ni zuri, tulijadili kesho.	Your idea is good; let's discuss it tomorrow.	6	wazo (CL5-idea) l-ako (CL5-your) ni (is) zuri (CL5-good) tu-li-jadili (1PL-CL5.OBJ-discuss.SUBJ) kesho (tomorrow)		ai
kitambulisho	Usisahau kitambulisho chako mlangoni.	Do not forget your ID card at the door.	6	u-si-sahau (2SG-NEG.SUBJ-forget) kitambulisho (CL7-ID) ch-ako (CL7-your) mlango-ni (CL3-door-LOC)		ai
homa	Ana homa, hataenda shuleni leo.	She has a fever; she will not go to school today.	5	a-na (CL1-have) homa (CL9-fever) ha-ta-enda (CL1.NEG-FUT-go) shule-ni (CL9-school-LOC) leo (today)		ai
kujaribu	Nimejaribu kupunguza sukari kwenye chai.	I have tried to cut down the sugar in my tea.	5	ni-me-jaribu (1SG-PERF-try) ku-punguza (INF-reduce) sukari (CL9-sugar) kwenye (in) chai (CL9-tea)		ai
vitamini	Matunda yana vitamini nyingi muhimu.	Fruit contains many important vitamins.	5	ma-tunda (CL6-fruit) ya-na (CL6-have) vitamini (CL10-vitamin) nyingi (CL10-many) muhimu (important)		ai
soko	Soko la Jumamosi huwa na watu wengi.	The Saturday market is usually crowded.	6	soko (CL5-market) la (CL5-of) Jumamosi (CL9-Saturday) hu-wa na (HABITUAL-be with) wa-tu (CL2-person) w-engi (CL2-many)		ai
mahali	Hapa ni mahali pazuri pa kupumzika.	This is a good place to rest.	6	hapa (CL16-here) ni (is) mahali (CL16-place) pa-zuri (CL16-good) pa (CL16-of) ku-pumzika (INF-rest)		ai
mkahawa	Tunakutana kwenye mkahawa saa saba.	We are meeting at the cafe at one o'clock.	4	tu-na-kutana (1PL-PRES-meet) kwenye (at) mkahawa (CL3-cafe) saa (CL9-hour) saba (seven)		ai
mhudumu	Mhudumu alituletea menyu haraka.	The waiter brought us the menu quickly.	6	m-hudumu (CL1-waiter) a-li-tu-letea (CL1-PAST-1PL.OBJ-bring.APPL) menyu (CL9-menu) haraka (quickly)		ai
sahani	Sahani hizi ni safi, zitumie.	These plates are clean; use them.	5	sahani (CL10-plate) hizi (CL10-these) ni (are) safi (clean) zi-tumi-e (CL10.OBJ-use-SUBJ)		ai
meza	Tumehifadhi meza kwa watu wanne.	We have reserved a table for four people.	5	tu-me-hifadhi (1PL-PERF-reserve) meza (CL9-table) kwa (for) wa-tu (CL2-person) wa-nne (CL2-four)		ai
mchele	Nunua mchele kilo mbili sokoni.	Buy two kilos of rice at the market.	4	nunua (buy.IMP) mchele (CL3-uncooked.rice) kilo (CL9-kilo) mbili (two) soko-ni (CL5-market-LOC)		ai
kusherehekea	Tutasherehekea kuhitimu kwake Jumamosi.	We will celebrate his graduation on Saturday.	6	tu-ta-sherehekea (1PL-FUT-celebrate) ku-hitimu (INF-graduate) kw-ake (CL15-his) Jumamosi (CL9-Saturday)		ai
muigizaji	Muigizaji yule ni maarufu Afrika Mashariki.	That actor is famous in East Africa.	6	m-uigizaji (CL1-actor) yule (CL1-that) ni (is) maarufu (famous) Afrika Mashariki (East Africa)		ai
mshumaa	Tuliwasha mishumaa stima ilipokatika.	We lit candles when the electricity went off.	7	tu-li-washa (1PL-PAST-light) mi-shumaa (CL4-candle) stima (CL9-electricity) i-li-po-katika (CL9-PAST-CL16.REL-be.cut)		ai
kukodi	Tulikodi gari kwa wiki nzima.	We hired a car for a whole week.	5	tu-li-kodi (1PL-PAST-hire) gari (CL5-car) kwa (for) wiki (CL9-week) nzima (CL9-whole)		ai
kupoteza	Nilipoteza funguo zangu njiani.	I lost my keys on the way.	5	ni-li-poteza (1SG-PAST-lose) funguo (CL10-key) z-angu (CL10-my) njia-ni (CL9-road-LOC)		ai
hadithi	Bibi hutusimulia hadithi za zamani.	Grandmother tells us stories of old times.	6	bibi (CL1-grandmother) hu-tu-simulia (HABITUAL-1PL.OBJ-narrate) hadithi (CL10-story) za (CL10-of) zamani (CL9-old.times)		ai
stima	Stima ilikatika usiku wa manane.	The electricity went off in the middle of the night.	6	stima (CL9-electricity) i-li-katika (CL9-PAST-be.cut) usiku (CL11-night) wa (CL11-of) manane (midnight)		ai
mazungumzo	Mazungumzo yetu yalidumu saa mbili.	Our conversation lasted two hours.	6	mazungumzo (CL6-conversation) y-etu (CL6-our) ya-li-dumu (CL6-PAST-last) saa (CL10-hour) mbili (two)		ai
betri	Betri ya simu yangu imeisha.	My phone's battery has run out.	5	betri (CL9-battery) ya (CL9-of) simu (CL9-phone) y-angu (CL9-my) i-me-isha (CL9-PERF-finish)		ai
machafuko	Chumba kilikuwa na machafuko baada ya sherehe.	The room was a mess after the party.	6	chumba (CL7-room) ki-li-kuwa na (CL7-PAST-be with) machafuko (CL6-disorder) baada ya (after) sherehe (CL9-party)		ai
kujulisha	Tutakujulisha matokeo mara tutakapoyapata.	We will inform you of the results as soon as we get them.	8	tu-ta-ku-julisha (1PL-FUT-2SG.OBJ-inform) ma-tokeo (CL6-result) mara (once) tu-taka-po-ya-pata (1PL-FUT-CL16.REL-CL6.OBJ-get)		ai
mteja	Wateja wetu wanaridhika na huduma yetu.	Our clients are satisfied with our service.	6	wa-teja (CL2-client) w-etu (CL2-our) wa-na-ridhika (CL2-PRES-be.satisfied) na (with) huduma (CL9-service) y-etu (CL9-our)		ai
ukumbusho	Nilitumiwa ukumbusho wa mkutano jana.	I was sent a reminder about the meeting yesterday.	7	ni-li-tumiwa (1SG-PAST-be.sent) ukumbusho (CL11-reminder) wa (CL11-of) mkutano (CL3-meeting) jana (yesterday)		ai
kampuni	Kampuni yetu imefungua tawi jipya Mombasa.	Our company has opened a new branch in Mombasa.	6	kampuni (CL9-company) y-etu (CL9-our) i-me-fungua (CL9-PERF-open) tawi (CL5-branch) jipya (CL5-new) Mombasa		ai
kutabiri	Wataalamu wanatabiri mvua nyingi wiki hii.	The experts are forecasting heavy rain this week.	7	wa-taalamu (CL2-expert) wa-na-tabiri (CL2-PRES-forecast) mvua (CL9-rain) nyingi (CL9-much) wiki (CL9-week) hii (CL9-this)		ai
kufurika	Mto ulifurika baada ya mvua ya siku tatu.	The river flooded after three days of rain.	6	mto (CL3-river) u-li-furika (CL3-PAST-overflow) baada ya (after) mvua (CL9-rain) ya (CL9-of) siku (CL10-day) tatu (three)		ai
mafuriko	Mafuriko yaliharibu mashamba mengi.	The floods destroyed many farms.	6	ma-furiko (CL6-flood) ya-li-haribu (CL6-PAST-destroy) ma-shamba (CL6-farm) m-engi (CL6-many)		ai
kuathiri	Ukame umeathiri mavuno mwaka huu.	The drought has affected the harvest this year.	6	ukame (CL11-drought) u-me-athiri (CL11-PERF-affect) ma-vuno (CL6-harvest) mwaka (CL3-year) huu (CL3-this)		ai
athari	Athari za mabadiliko ya tabianchi zinaonekana.	The effects of climate change are visible.	8	athari (CL10-effect) za (CL10-of) ma-badiliko (CL6-change) ya (CL6-of) tabianchi (CL9-climate) zi-na-onekana (CL10-PRES-be.seen)		ai
ajali	Ajali ilitokea ghafla karibu na daraja.	The accident happened suddenly near the bridge.	5	ajali (CL9-accident) i-li-tokea (CL9-PAST-happen) ghafla (suddenly) karibu na (near) daraja (CL5-bridge)		ai
kuteleza	Nilitelezа kwenye sakafu iliyokuwa na maji.	I slipped on the floor that had water on it.	8	ni-li-teleza (1SG-PAST-slip) kwenye (on) sakafu (CL9-floor) i-li-yo-kuwa na (CL9-PAST-REL-be with) maji (CL6-water)		ai
kufahamu	Sikufahamu maana ya neno hilo.	I did not understand the meaning of that word.	6	si-ku-fahamu (1SG.NEG-PAST-understand) maana (CL9-meaning) ya (CL9-of) neno (CL5-word) hilo (CL5-that)		ai
ghafla	Umeme ulikatika ghafla wakati wa mkutano.	The power went off suddenly during the meeting.	6	umeme (CL3-electricity) u-li-katika (CL3-PAST-be.cut) ghafla (suddenly) wakati (CL11-time) wa (CL11-of) mkutano (CL3-meeting)		ai
udhamini	Alipata udhamini wa kusomea nje ya nchi.	She got a scholarship to study abroad.	7	a-li-pata (CL1-PAST-get) udhamini (CL11-scholarship) wa (CL11-of) ku-somea (INF-study.APPL) nje ya (outside) nchi (CL9-country)		ai
kufanikiwa	Alifanikiwa kupata kazi aliyoitaka.	He succeeded in getting the job he wanted.	8	a-li-fanikiwa (CL1-PAST-succeed) ku-pata (INF-get) kazi (CL9-work) a-li-yo-i-taka (CL1-PAST-CL9.REL-CL9.OBJ-want)		ai
akiba	Ninaweka akiba kidogo kila mwezi.	I put aside a little savings every month.	5	ni-na-weka (1SG-PRES-put) akiba (CL9-savings) kidogo (CL7-a.little) kila (every) mwezi (CL3-month)		ai
suala	Suala hili linahitaji majadiliano zaidi.	This issue needs further discussion.	7	suala (CL5-issue) hili (CL5-this) li-na-hitaji (CL5-PRES-need) ma-jadiliano (CL6-discussion) zaidi (more)		ai
hifadhi	Tulitembelea hifadhi ya taifa ya Nakuru.	We visited Nakuru National Park.	6	tu-li-tembelea (1PL-PAST-visit) hifadhi (CL9-reserve) ya (CL9-of) taifa (CL5-nation) ya (CL9-of) Nakuru		ai
kliniki	Kliniki hufunguliwa saa mbili asubuhi.	The clinic opens at eight in the morning.	6	kliniki (CL9-clinic) hu-funguliwa (HABITUAL-be.opened) saa (CL9-hour) mbili (two) asubuhi (CL9-morning)		ai
kuanguka	Mtoto alianguka lakini hakuumia.	The child fell but was not hurt.	6	m-toto (CL1-child) a-li-anguka (CL1-PAST-fall) lakini (but) ha-ku-umia (CL1.NEG-PAST-be.injured)		ai
kufura	Mguu wake ulifura baada ya ajali.	His leg swelled after the accident.	6	mguu (CL3-leg) w-ake (CL3-his) u-li-fura (CL3-PAST-swell) baada ya (after) ajali (CL9-accident)		ai
ombi	Ombi lake la likizo lilikubaliwa.	His request for leave was approved.	7	ombi (CL5-request) l-ake (CL5-his) la (CL5-of) likizo (CL9-leave) li-li-kubaliwa (CL5-PAST-be.accepted)		ai
kutarajia	Tunatarajia wageni kumi jioni ya leo.	We are expecting ten guests this evening.	6	tu-na-tarajia (1PL-PRES-expect) wa-geni (CL2-guest) kumi (ten) jioni (CL9-evening) ya (CL9-of) leo (today)		ai
kubadilisha	Nataka kubadilisha dola kuwa shilingi.	I want to change dollars into shillings.	6	na-taka (1SG.PRES-want) ku-badilisha (INF-change) dola (CL9-dollar) ku-wa (INF-be) shilingi (CL10-shilling)		ai
kuwasili	Ndege itawasili saa kumi jioni.	The plane will arrive at four in the afternoon.	5	ndege (CL9-plane) i-ta-wasili (CL9-FUT-arrive) saa (CL9-hour) kumi (ten) jioni (CL9-evening)		ai
kutua	Ndege ilitua salama licha ya dhoruba.	The plane landed safely despite the storm.	7	ndege (CL9-plane) i-li-tua (CL9-PAST-land) salama (safely) licha ya (despite) dhoruba (CL9-storm)		ai
kusafiri	Tunasafiri kwenda Kisumu kesho asubuhi.	We are travelling to Kisumu tomorrow morning.	4	tu-na-safiri (1PL-PRES-travel) kw-enda (INF-go) Kisumu kesho (tomorrow) asubuhi (CL9-morning)		ai
shinikizo	Daktari alipima shinikizo la damu yangu.	The doctor measured my blood pressure.	7	daktari (CL5-doctor) a-li-pima (CL1-PAST-measure) shinikizo (CL5-pressure) la (CL5-of) damu (CL9-blood) y-angu (CL9-my)		ai
kukatiza	Samahani kwa kukatiza mazungumzo yenu.	Sorry for interrupting your conversation.	6	samahani (sorry) kwa (for) ku-katiza (INF-interrupt) ma-zungumzo (CL6-conversation) y-enu (CL6-your.PL)		ai
kutegemea	Mafanikio yanategemea bidii yako.	Success depends on your diligence.	7	ma-fanikio (CL6-success) ya-na-tegemea (CL6-PRES-depend.on) bidii (CL9-diligence) y-ako (CL9-your)		ai
kufanana	Mapacha wale wanafanana kabisa.	Those twins resemble each other completely.	5	ma-pacha (CL6-twin) wale (CL2-those) wa-na-fanana (CL2-PRES-resemble) kabisa (completely)		ai
kudumu	Urafiki wao umedumu tangu utotoni.	Their friendship has lasted since childhood.	7	urafiki (CL11-friendship) w-ao (CL11-their) u-me-dumu (CL11-PERF-last) tangu (since) utoto-ni (CL11-childhood-LOC)		ai
bwawa	Hoteli ina bwawa la kuogelea juu ya paa.	The hotel has a swimming pool on the roof.	7	hoteli (CL9-hotel) i-na (CL9-have) bwawa (CL5-pool) la (CL5-of) ku-ogelea (INF-swim) juu ya (on.top.of) paa (CL5-roof)		ai
mwenyeji	Mwenyeji wetu alitupokea kwa ukarimu.	Our host received us with generosity.	7	mwenyeji (CL1-host) w-etu (CL1-our) a-li-tu-pokea (CL1-PAST-1PL.OBJ-receive) kwa (with) ukarimu (CL11-generosity)		ai
kuonekana	Mlima Kenya unaonekana vizuri leo.	Mount Kenya is clearly visible today.	6	mlima (CL3-mountain) Kenya u-na-onekana (CL3-PRES-be.seen) vizuri (CL8-well) leo (today)		ai
anwani	Nipe anwani yako ya barua pepe.	Give me your email address.	5	ni-p-e (1SG.OBJ-give-SUBJ) anwani (CL9-address) y-ako (CL9-your) ya (CL9-of) barua (CL9-letter) pepe (lightning)		ai
kubonyeza	Bonyeza kitufe hiki ili kuanza.	Press this button to begin.	6	bonyeza (press.IMP) kitufe (CL7-button) hiki (CL7-this) ili (so.that) ku-anza (INF-begin)		ai
nywila	Nimesahau nywila ya akaunti yangu.	I have forgotten my account password.	6	ni-me-sahau (1SG-PERF-forget) nywila (CL9-password) ya (CL9-of) akaunti (CL9-account) y-angu (CL9-my)		ai
mhandisi	Mhandisi alikagua jengo kabla ya ujenzi.	The engineer inspected the building before construction.	7	mhandisi (CL1-engineer) a-li-kagua (CL1-PAST-inspect) jengo (CL5-building) kabla ya (before) ujenzi (CL11-construction)		ai
cheo	Amepandishwa cheo baada ya miaka mitano.	He has been promoted after five years.	8	a-me-pandishwa (CL1-PERF-be.raised) cheo (CL7-rank) baada ya (after) mi-aka (CL4-year) mi-tano (CL4-five)		ai
mhenga	Wahenga walisema haraka haina baraka.	The elders said that haste has no blessing.	7	wa-henga (CL2-elder) wa-li-sema (CL2-PAST-say) haraka (CL9-haste) ha-i-na (NEG-CL9-have) baraka (CL9-blessing)		ai
kuthibitisha	Utafiti ulithibitisha nadharia yao.	The research confirmed their theory.	8	utafiti (CL11-research) u-li-thibitisha (CL11-PAST-confirm) nadharia (CL9-theory) y-ao (CL9-their)		ai
afadhali	Afadhali tuondoke sasa kabla ya msongamano.	We had better leave now before the traffic.	7	afadhali (better) tu-ondok-e (1PL-depart-SUBJ) sasa (now) kabla ya (before) msongamano (CL3-congestion)		ai
maafa	Maafa ya mafuriko yaliacha wengi bila makazi.	The flood disaster left many without homes.	8	maafa (CL6-disaster) ya (CL6-of) ma-furiko (CL6-flood) ya-li-acha (CL6-PAST-leave) w-engi (CL2-many) bila (without) makazi (CL6-dwelling)		ai
ngano	Bibi alitusimulia ngano ya sungura na fisi.	Grandmother told us the tale of the hare and the hyena.	7	bibi (CL1-grandmother) a-li-tu-simulia (CL1-PAST-1PL.OBJ-narrate) ngano (CL9-tale) ya (CL9-of) sungura (CL9-hare) na (and) fisi (CL9-hyena)		ai
kuvutia	Hotuba yake ilivutia wasikilizaji wote.	Her speech captivated all the listeners.	7	hotuba (CL9-speech) y-ake (CL9-her) i-li-vutia (CL9-PAST-attract) wa-sikilizaji (CL2-listener) w-ote (CL2-all)		ai
mandazi	Tulikunywa chai na mandazi asubuhi.	We had tea and mandazi in the morning.	4	tu-li-kunywa (1PL-PAST-drink) chai (CL9-tea) na (and) ma-ndazi (CL6-fried.cake) asubuhi (CL9-morning)		ai
mwanasayansi	Mwanasayansi aliwasilisha matokeo ya utafiti.	The scientist presented the research findings.	8	mwanasayansi (CL1-scientist) a-li-wasilisha (CL1-PAST-present) ma-tokeo (CL6-result) ya (CL6-of) utafiti (CL11-research)		ai
mchanganyiko	Mchanganyiko wa viungo hivi ni mzuri.	The mixture of these spices is good.	6	mchanganyiko (CL3-mixture) wa (CL3-of) vi-ungo (CL8-spice) hivi (CL8-these) ni (is) m-zuri (CL3-good)		ai
kujali	Usijali, tutamaliza kazi kwa wakati.	Don't worry, we will finish the work on time.	6	u-si-jali (2SG-NEG.SUBJ-care) tu-ta-maliza (1PL-FUT-finish) kazi (CL9-work) kwa (in) wakati (CL11-time)		ai
msamaha	Aliomba msamaha kwa kuchelewa.	He apologised for being late.	6	a-li-omba (CL1-PAST-ask) msamaha (CL3-pardon) kwa (for) ku-chelewa (INF-be.late)		ai
kugundua	Waligundua tatizo mapema kabla halijaenea.	They discovered the problem early before it spread.	8	wa-li-gundua (CL2-PAST-discover) tatizo (CL5-problem) mapema (early) kabla (before) ha-li-ja-enea (NEG-CL5-not.yet-spread)		ai
ukame	Ukame umeathiri mifugo katika eneo hili.	The drought has affected livestock in this area.	7	ukame (CL11-drought) u-me-athiri (CL11-PERF-affect) mi-fugo (CL4-livestock) katika (in) eneo (CL5-area) hili (CL5-this)		ai
dhoruba	Dhoruba kali ilivunja miti mingi.	A fierce storm broke many trees.	6	dhoruba (CL9-storm) kali (CL9-fierce) i-li-vunja (CL9-PAST-break) mi-ti (CL4-tree) mi-ngi (CL4-many)		ai
uhakika	Sina uhakika kama atakuja leo.	I am not sure whether he will come today.	6	si-na (1SG.NEG-have) uhakika (CL11-certainty) kama (whether) a-ta-kuja (CL1-FUT-come) leo (today)		ai
kuruka	Mwanariadha aliruka mita saba.	The athlete jumped seven metres.	6	mwanariadha (CL1-athlete) a-li-ruka (CL1-PAST-jump) mita (CL10-metre) saba (seven)		ai
utoto	Nakumbuka utotoni tulikuwa tukicheza mtoni.	I remember in childhood we used to play at the river.	8	na-kumbuka (1SG.PRES-remember) utoto-ni (CL11-childhood-LOC) tu-li-kuwa (1PL-PAST-be) tu-ki-cheza (1PL-PARTICIPIAL-play) mto-ni (CL3-river-LOC)		ai
kukua	Mji huu umekua haraka miaka ya karibuni.	This town has grown quickly in recent years.	7	mji (CL3-town) huu (CL3-this) u-me-kua (CL3-PERF-grow) haraka (quickly) mi-aka (CL4-year) ya (CL4-of) karibuni (recent)		ai
