word,definition,definition_ru,definition_ar,definition_es,definition_pt,reading,pos,level,level_source,frequency_rank,alternatives,root,form,gender,aspect,aspect_partner,acc,gen,prep,dat,inst
vizuri,"well, nicely",,,,,,adv,A1,ai,,,,,,,,,,,,
kikuu,"great, chief, main (class 7)",,,,,,adj,B1,ai,,,,,,,,,,,,
hali,"condition, state, situation",,,,,,noun,A2,ai,,,,,,,,,,,,
shaka,"doubt, uncertainty",,,,,,noun,B1,ai,,,,,,,,,,,,
kwenda,to go,,,,,,verb,A1,ai,,,-enda,,,,,,,,,
kujua,to know,,,,,,verb,A1,ai,,,-jua,,,,,,,,,
kufanya,"to do, to make",,,,,,verb,A1,ai,,,-fanya,,,,,,,,,
kununua,to buy,,,,,,verb,A1,ai,,,-nunua,,,,,,,,,
kuweka,"to put, to place, to keep",,,,,,verb,A1,ai,,,-weka,,,,,,,,,
kuomba,"to ask for, to request, to pray",,,,,,verb,A1,ai,,,-omba,,,,,,,,,
kutazama,"to look at, to watch",,,,,,verb,A1,ai,,,-tazama,,,,,,,,,
kupanda,"to climb, to board, to rise; to plant",,,,,,verb,A2,ai,,,-panda,,,,,,,,,
kutembelea,to visit,,,,,,verb,A2,ai,,,-tembelea,,,,,,,,,
kukumbusha,to remind,,,,,,verb,B1,ai,,,-kumbusha,,,,,,,,,
kukumbuka,to remember,,,,,,verb,A2,ai,,,-kumbuka,,,,,,,,,
kusamehe,"to forgive, to pardon",,,,,,verb,A2,ai,,,-samehe,,,,,,,,,
kuendelea,"to continue, to proceed, to develop",,,,,,verb,A2,ai,,,-endelea,,,,,,,,,
kuleta,to bring,,,,,,verb,A1,ai,,,-leta,,,,,,,,,
kujifungua,to give birth,,,,,,verb,B1,ai,,,-jifungua,,,,,,,,,
kukanyaga,"to tread on, to step on",,,,,,verb,B1,ai,,,-kanyaga,,,,,,,,,
kubaki,"to remain, to be left over",,,,,,verb,A2,ai,,,-baki,,,,,,,,,
kuarifu,"to inform, to notify",,,,,,verb,B2,ai,,,-arifu,,,,,,,,,
kukusudia,"to intend, to mean to",,,,,,verb,B2,ai,,,-kusudia,,,,,,,,,
kupendeza,"to be pleasing, to look attractive",,,,,,verb,B1,ai,,,-pendeza,,,,,,,,,
kuambatanisha,"to attach, to match up",,,,,,verb,C1,ai,,,-ambatanisha,,,,,,,,,
kuanzisha,"to start, to found, to initiate",,,,,,verb,B1,ai,,,-anzisha,,,,,,,,,
kuanza,"to begin, to start",,,,,,verb,A1,ai,,,-anza,,,,,,,,,
kupatikana,"to be found, to be available",,,,,,verb,B1,ai,,,-patikana,,,,,,,,,
kupitisha,"to pass, to approve, to let through",,,,,,verb,C1,ai,,,-pitisha,,,,,,,,,
kuenzi,"to honour, to commemorate",,,,,,verb,C1,ai,,,-enzi,,,,,,,,,
kuremba,"to decorate, to beautify",,,,,,verb,B2,ai,,,-remba,,,,,,,,,
meno,teeth,,,,,,noun,A1,ai,,,,,,,,,,,,
wanyama,animals,,,,,,noun,A1,ai,,,,,,,,,,,,
vyakula,"foods, foodstuffs",,,,,,noun,A1,ai,,,,,,,,,,,,
maduka,"shops, stores",,,,,,noun,A1,ai,,,,,,,,,,,,
biryani,"biryani, a spiced rice dish",,,,,,noun,A2,ai,,,,,,,,,,,,
bichi,"raw, unripe, green",,,,,,adj,B1,ai,,,,,,,,,,,,
kozi,course of study,,,,,,noun,B1,ai,,,,,,,,,,,,
kalori,calorie,,,,,,noun,B2,ai,,,,,,,,,,,,
kabohaidreti,carbohydrate,,,,,,noun,B2,ai,,,,,,,,,,,,
nyuzinyuzi,dietary fibre,,,,,,noun,B2,ai,,,uzi (thread),,,,,,,,,
kipimio,"measuring device, scale",,,,,,noun,B2,ai,,,-pima (measure),,,,,,,,,
ambatisho,attachment,,,,,,noun,B2,ai,,,,,,,,,,,,
ulafi,"greed, gluttony",,,,,,noun,C1,ai,,,,,,,,,,,,
gofu,golf,,,,,,noun,B1,ai,,,,,,,,,,,,
aljebra,algebra,,,,,,noun,B2,ai,,,,,,,,,,,,
modeli,model,,,,,,noun,B1,ai,,,,,,,,,,,,
olimpiki,the Olympics,,,,,,noun,B2,ai,,,,,,,,,,,,
heko,"well done, congratulations",,,,,,interjection,B2,ai,,,,,,,,,,,,
maalum,"special, particular",,,,,,adj,B1,ai,,,,,,,,,,,,
hori,"creek, inlet",,,,,,noun,C1,ai,,,,,,,,,,,,
kilele,"summit, peak, climax",,,,,,noun,B2,ai,,,,,,,,,,,,
kitovu,"navel; hub, centre",,,,,,noun,C1,ai,,,,,,,,,,,,
mandari,"picnic, outing",,,,,,noun,C1,ai,,,,,,,,,,,,
ubadilishaji,"exchange, conversion",,,,,,noun,C1,ai,,,-badilisha (change),,,,,,,,,
mzaha,"joke, jest",,,,,,noun,B2,ai,,,,,,,,,,,,
risasi,bullet; lead,,,,,,noun,B2,ai,,,,,,,,,,,,
lawama,"blame, reproach",,,,,,noun,C1,ai,,,-laumu (blame),,,,,,,,,
mfaidi,beneficiary,,,,,,noun,C1,ai,,,-faidi (benefit),,,,,,,,,
mnyakuzi,"pickpocket, snatcher",,,,,,noun,C1,ai,,,-nyakua (snatch),,,,,,,,,
amiri,"commander, chief",,,,,,noun,C1,ai,,,,,,,,,,,,
jeshi,"army, armed force",,,,,,noun,B2,ai,,,,,,,,,,,,
jiji,city,,,,,,noun,A2,ai,,,,,,,,,,,,
kigeni,"foreign, strange, unfamiliar",,,,,,adj,B1,ai,,,,,,,,,,,,
kipodozi,"cosmetic, beauty product",,,,,,noun,B1,ai,,,,,,,,,,,,
mchezo,"game, sport, play",,,,,,noun,A2,ai,,,-cheza (play),,,,,,,,,
kucheza,to play; to dance,,,,,,verb,A1,ai,,,-cheza,,,,,,,,,
mume,husband,,,,,,noun,A2,ai,,,,,,,,,,,,
mke,wife,,,,,,noun,A2,ai,,,,,,,,,,,,
uzito,"weight, heaviness",,,,,,noun,B1,ai,,,-zito (heavy),,,,,,,,,
wimbo,song,,,,,,noun,A2,ai,,,-imba (sing),,,,,,,,,
kusambaza,"to distribute, to spread, to share",,,,,,verb,B1,ai,,,-sambaza,,,,,,,,,
kuchekesha,"to be funny, to make somebody laugh",,,,,,verb,B1,ai,,,-chekesha,,,,,,,,,
kucheka,to laugh,,,,,,verb,A2,ai,,,-cheka,,,,,,,,,
tafrija,"party, reception, entertainment",,,,,,noun,B2,ai,,,,,,,,,,,,
kufurahia,"to enjoy, to be pleased with",,,,,,verb,A2,ai,,,-furahia,,,,,,,,,
kuvunjika,"to break, to get broken",,,,,,verb,A2,ai,,,-vunjika,,,,,,,,,
kupata,"to get, to obtain, to find",,,,,,verb,A1,ai,,,-pata,,,,,,,,,
mchovu,"tired, weary",,,,,,adj,B1,ai,,,,,,,,,,,,
shamba,"farm, field, cultivated plot",,,,,,noun,A2,ai,,,,,,,,,,,,
goti,knee,,,,,,noun,A2,ai,,,,,,,,,,,,
kuumia,"to get hurt, to be injured",,,,,,verb,A2,ai,,,-umia,,,,,,,,,
uwazi,"openness, transparency, open space",,,,,,noun,B2,ai,,,-wazi (open),,,,,,,,,
kanisa,church,,,,,,noun,A2,ai,,,,,,,,,,,,
msikiti,mosque,,,,,,noun,A2,ai,,,,,,,,,,,,
baraka,blessing,,,,,,noun,B1,ai,,,,,,,,,,,,
kubariki,to bless,,,,,,verb,B2,ai,,,-bariki,,,,,,,,,
ujumbe,message; delegation,,,,,,noun,A2,ai,,,,,,,,,,,,
kushukuru,"to thank, to be grateful",,,,,,verb,A2,ai,,,-shukuru,,,,,,,,,
polisi,"police, police officer",,,,,,noun,A2,ai,,,,,,,,,,,,
kuogopa,"to fear, to be afraid",,,,,,verb,A2,ai,,,-ogopa,,,,,,,,,
bomu,bomb,,,,,,noun,B2,ai,,,,,,,,,,,,
sanduku,"box, chest, trunk",,,,,,noun,A2,ai,,,,,,,,,,,,
kawaida,"custom, the usual, normality",,,,,,noun,B1,ai,,,,,,,,,,,,
kutamani,"to desire, to long for, to covet",,,,,,verb,B1,ai,,,-tamani,,,,,,,,,
zamani,"former times, long ago",,,,,,noun,A2,ai,,,,,,,,,,,,
kitu,"thing, object",,,,,,noun,A1,ai,,,,,,,,,,,,
kunyesha,"to rain, to fall (of rain)",,,,,,verb,A2,ai,,,-nyesha,,,,,,,,,
bahari,"sea, ocean",,,,,,noun,A2,ai,,,,,,,,,,,,
hewa,air,,,,,,noun,A2,ai,,,,,,,,,,,,
kuchunga,"to guard, to herd, to take care of",,,,,,verb,B1,ai,,,-chunga,,,,,,,,,
kuburudika,"to be refreshed, to be entertained",,,,,,verb,B2,ai,,,-burudika,,,,,,,,,
nchi,"country, land",,,,,,noun,A1,ai,,,,,,,,,,,,
mzee,"elder, old person; a respectful term of address",,,,,,noun,A2,ai,,,,,,,,,,,,
uhuru,"freedom, independence",,,,,,noun,B1,ai,,,,,,,,,,,,
shujaa,"hero, brave person",,,,,,noun,B1,ai,,,,,,,,,,,,
maarifa,"knowledge, know-how",,,,,,noun,B2,ai,,,,,,,,,,,,
babu,grandfather,,,,,,noun,A1,ai,,,,,,,,,,,,
bibi,grandmother; lady,,,,,,noun,A1,ai,,,,,,,,,,,,
baba,father,,,,,,noun,A1,ai,,,,,,,,,,,,
keki,cake,,,,,,noun,A1,ai,,,,,,,,,,,,
krismasi,Christmas,,,,,,noun,A2,ai,,,,,,,,,,,,
jamii,"community, society; family group",,,,,,noun,B1,ai,,,,,,,,,,,,
picha,"picture, photograph",,,,,,noun,A1,ai,,,,,,,,,,,,
kuadhimisha,"to commemorate, to mark an occasion",,,,,,verb,B2,ai,,,-adhimisha,,,,,,,,,
pekee,"sole, only, alone",,,,,,adj,B1,ai,,,,,,,,,,,,
hakuna,"there is not, there are none",,,,,,verb,A1,ai,,,,,,,,,,,,
kuna,"there is, there are",,,,,,verb,A1,ai,,,,,,,,,,,,
kutoka,"to come from, to leave, to go out",,,,,,verb,A1,ai,,,-toka,,,,,,,,,
kuishi,"to live, to reside",,,,,,verb,A1,ai,,,-ishi,,,,,,,,,
kenya,Kenya,,,,,,noun,A1,ai,,,,,,,,,,,,
tanzania,Tanzania,,,,,,noun,A1,ai,,,,,,,,,,,,
uingereza,"England, Britain",,,,,,noun,A1,ai,,,,,,,,,,,,
amerika,"America, the United States",,,,,,noun,A1,ai,,,,,,,,,,,,
mkenya,a Kenyan person,,,,,,noun,A2,ai,,,,,,,,,,,,
mwalimu,teacher,,,,,,noun,A1,ai,,,,,,,,,,,,
mwanasheria,lawyer,,,,,,noun,B1,ai,,,,,,,,,,,,
mfanyakazi,"worker, employee",,,,,,noun,A2,ai,,,,,,,,,,,,
fundi,"craftsman, technician, skilled workman",,,,,,noun,A2,ai,,,,,,,,,,,,
shule,school,,,,,,noun,A1,ai,,,,,,,,,,,,
chuo,"college, institute",,,,,,noun,A2,ai,,,,,,,,,,,,
kujifunza,"to learn, to study",,,,,,verb,A1,ai,,,-jifunza,,,,,,,,,
kuongea,"to speak, to talk",,,,,,verb,A1,ai,,,-ongea,,,,,,,,,
muda,"period of time, duration",,,,,,noun,A2,ai,,,,,,,,,,,,
sanifu,"standard, refined",,,,,,adj,B1,ai,,,,,,,,,,,,
kiasi,"amount, quantity; moderately",,,,,,noun,A2,ai,,,,,,,,,,,,
nyama,meat,,,,,,noun,A1,ai,,,,,,,,,,,,
samaki,fish,,,,,,noun,A1,ai,,,,,,,,,,,,
chumvi,salt,,,,,,noun,A2,ai,,,,,,,,,,,,
tamu,"sweet, tasty",,,,,,adj,A1,ai,,,,,,,,,,,,
kuonja,to taste,,,,,,verb,A2,ai,,,-onja,,,,,,,,,
hasa,"especially, particularly",,,,,,adv,A2,ai,,,,,,,,,,,,
daima,"always, forever",,,,,,adv,B1,ai,,,,,,,,,,,,
ama,or,,,,,,conjunction,A2,ai,,au,,,,,,,,,,
yeyote,anyone at all (class 1),,,,,,adj,B1,ai,,,,,,,,,,,,
ndugu,"sibling, brother; comrade",,,,,,noun,A1,ai,,,,,,,,,,,,
kaka,elder brother,,,,,,noun,A1,ai,,,,,,,,,,,,
mrefu,"tall, long",,,,,,adj,A1,ai,,,,,,,,,,,,
urefu,"height, length",,,,,,noun,A2,ai,,,-refu,,,,,,,,,
sentimita,centimetre,,,,,,noun,A2,ai,,,,,,,,,,,,
arobaini,forty,,,,,,adj,A2,ai,,,,,,,,,,,,
themanini,eighty,,,,,,adj,A2,ai,,,,,,,,,,,,
nane,eight,,,,,,adj,A1,ai,,,,,,,,,,,,
nne,four,,,,,,adj,A1,ai,,,,,,,,,,,,
kuzaliwa,to be born,,,,,,verb,A2,ai,,,-zaliwa,,,,,,,,,
januari,January,,,,,,noun,A1,ai,,,,,,,,,,,,
aprili,April,,,,,,noun,A1,ai,,,,,,,,,,,,
juni,June,,,,,,noun,A1,ai,,,,,,,,,,,,
agosti,August,,,,,,noun,A1,ai,,,,,,,,,,,,
desemba,December,,,,,,noun,A1,ai,,,,,,,,,,,,
kulala,"to sleep, to lie down",,,,,,verb,A1,ai,,,-lala,,,,,,,,,
kufikiria,"to think, to consider",,,,,,verb,A2,ai,,,-fikiria,,,,,,,,,
runinga,television,,,,,,noun,A2,ai,,,,,,,,,,,,
kompyuta,computer,,,,,,noun,A1,ai,,,,,,,,,,,,
kamera,camera,,,,,,noun,A1,ai,,,,,,,,,,,,
kiti,"chair, seat",,,,,,noun,A1,ai,,,,,,,,,,,,
njaa,hunger,,,,,,noun,A1,ai,,,,,,,,,,,,
kiu,thirst,,,,,,noun,A2,ai,,,,,,,,,,,,
wasiwasi,"worry, anxiety, doubt",,,,,,noun,B1,ai,,,,,,,,,,,,
huzuni,"sadness, grief",,,,,,noun,B1,ai,,,,,,,,,,,,
mgonjwa,"a sick person, patient",,,,,,noun,A2,ai,,,,,,,,,,,,
mnyonge,"weak, feeble",,,,,,adj,B1,ai,,,,,,,,,,,,
baridi,"cold, coldness",,,,,,noun,A1,ai,,,,,,,,,,,,
mawingu,clouds,,,,,,noun,A2,ai,,,,,,,,,,,,
anga,"sky, atmosphere",,,,,,noun,B1,ai,,,,,,,,,,,,
kuzuru,to visit,,,,,,verb,B1,ai,,kutembelea,-zuru,,,,,,,,,
mara,"time, occasion",,,,,,noun,A1,ai,,,,,,,,,,,,
vipi,"how, in what way",,,,,,adv,A2,ai,,,,,,,,,,,,
upi,which one (class 3/11),,,,,,pronoun,A2,ai,,,,,,,,,,,,
